315454.2085476376 4025074.067771305 57.0
322118.09271406406 3874190.9012029665 223.0
309971.0959839164 3881527.0730020646 45.0
460189.53354794113 3823278.1269507976 808.0
380968.8531463883 3839110.5651559155 659.0
333249.829689348 3888648.5614142586 163.0
284639.81186857354 3971173.8699264354 -36.0
535059.2297684359 3880387.699340625 609.0
337731.86262056755 3849740.719275266 936.0
308759.29303746775 3913273.489573833 13.0
407414.39730657963 3890430.05398545 642.0
466949.7976806374 3931321.6425201525 587.0
428137.5407639723 4045298.5583850094 2694.0
405634.85489548044 3799601.314309746 1501.0
394966.04374167166 3821494.153861779 1233.0
446022.53856996616 3963676.3443297683 663.0
322872.0444456086 3866128.3445978314 712.0
403189.553237551 4033281.444851079 1487.0
446815.0569849062 4014222.831885902 1374.0
581625.1210316325 3889218.916861204 191.0
423069.44342259585 3903027.457040338 839.0
409174.2220185767 3860308.159534867 669.0
324869.4881196098 3946034.0354606146 249.0
386437.6104629982 3844234.7225018363 622.0
319790.9177510451 3849878.6773043904 2347.0
512254.5384143862 4035777.373194756 -144.0
467414.3400663365 4094500.178182968 588.0
517661.2320430607 3906526.3466713736 902.0
472711.28574442264 3874348.1472173366 521.0
349933.014911224 3849349.200993738 863.0
560808.5056263164 3854325.9896536623 825.0
422350.8182230345 3813298.5185080064 1172.0
447924.02709935495 3858255.7460202486 768.0
366581.14263021667 3947547.5824189736 784.0
412235.3435401822 3812349.3253317787 1204.0
427083.4039776291 3982308.7501310064 1384.0
377562.5691749505 3872822.7098079664 1023.0
380375.6837697123 3832857.9817942 959.0
329156.1570493204 3853299.048738547 1356.0
436411.16783465433 3865988.468618601 870.0
438120.25823876524 3926438.1351408674 1252.0
405473.22042674123 3821079.457880655 806.0
503285.51158559753 3812760.951647357 787.0
466269.7796795065 3802755.139859874 1039.0
325304.0634476616 3914846.728520593 36.0
455958.81507439766 3990491.0481910533 1726.0
540442.6853540987 3848774.14511981 487.0
362653.4228318238 3849161.376977679 762.0
341985.22368106444 3831644.213167772 620.0
319660.932890035 3997306.4666798576 129.0
411227.28574942035 3839221.000786718 647.0
534423.8878880972 3833611.579735741 1699.0
500288.79189878644 3859217.782249991 578.0
424501.8377438724 3838802.2003127513 727.0
565412.2634302892 3973055.345276813 355.0
393271.43922799744 3834047.6180744898 677.0
474429.9004922132 3971890.3872854337 1072.0
369315.01208502636 3813222.605397128 421.0
341209.3807471309 4007640.761499537 537.0
432095.94834557956 3950085.9279127386 600.0
437649.09740232147 3804724.426011848 2160.0
370807.2671410529 3906273.4451800226 756.0
346322.99299494224 3899975.0668248422 545.0
347941.74407125777 3864163.604274137 1620.0
390626.8695125121 4101594.722701961 1100.0
340926.0147961043 3877451.269004246 336.0
430896.3033092357 3962985.178837545 585.0
387716.54126799793 3860294.40639129 705.0
597675.1964381768 3921909.6560392817 1259.0
397359.11310129846 3816358.9229198354 897.0
311721.9833284799 3968307.170616094 53.0
469763.5204683717 3824371.91912792 746.0
359163.6264076835 3955974.3416315806 1782.0
419346.2846277823 3940879.541712169 825.0
396622.8767191024 3933155.0221385187 1842.0
431050.25640101905 3987015.439832823 1038.0
377691.90905665216 3950976.7351218495 793.0
434020.31183846033 3826591.361681777 788.0
423067.15462464583 3997328.2328262525 1442.0
418166.479123461 3966825.298936653 863.0
387588.4858508981 3950901.451761871 736.0
441343.8704156712 3978365.2669699662 842.0
419757.2010302731 3985173.504300504 967.0
511391.5820753171 3910921.284809782 863.0
426255.7004029366 3978644.0267342282 1366.0
529690.1505142443 4004629.404652018 1443.0
511802.91983024316 3980074.3714010664 290.0
439896.03414628614 4005506.914592106 1784.0
476501.08293342683 3918021.5470168134 1093.0
445725.9079840253 3976983.9357264084 985.0
458126.4889961909 3938185.1273439107 627.0
502152.03198585415 4064322.3335508164 622.0
527695.0301185302 4046407.6079518604 997.0
